Maille,Maille_Y,Maille_X,X,Y,X1,Y1,X2,Y2,area_cell
1438,29,38,-88.750,16.350,-88.800,16.300,-88.700,16.400,118.246
1439,29,39,-88.650,16.350,-88.700,16.300,-88.600,16.400,118.235
1440,29,40,-88.550,16.350,-88.600,16.300,-88.500,16.400,118.224
1441,29,41,-88.450,16.350,-88.500,16.300,-88.400,16.400,118.214
1442,29,42,-88.350,16.350,-88.400,16.300,-88.300,16.400,118.205
1443,29,43,-88.250,16.350,-88.300,16.300,-88.200,16.400,118.196
1444,29,44,-88.150,16.350,-88.200,16.300,-88.100,16.400,118.188
1445,29,45,-88.050,16.350,-88.100,16.300,-88.000,16.400,118.181
1446,29,46,-87.950,16.350,-88.000,16.300,-87.900,16.400,118.174
1447,29,47,-87.850,16.350,-87.900,16.300,-87.800,16.400,118.168
1448,29,48,-87.750,16.350,-87.800,16.300,-87.700,16.400,118.163
1449,29,49,-87.650,16.350,-87.700,16.300,-87.600,16.400,118.158
1450,29,50,-87.550,16.350,-87.600,16.300,-87.500,16.400,118.154
1451,30,1,-92.450,16.450,-92.500,16.400,-92.400,16.500,119.079
1452,30,2,-92.350,16.450,-92.400,16.400,-92.300,16.500,119.042
1453,30,3,-92.250,16.450,-92.300,16.400,-92.200,16.500,119.007
1454,30,4,-92.150,16.450,-92.200,16.400,-92.100,16.500,118.972
1455,30,5,-92.050,16.450,-92.100,16.400,-92.000,16.500,118.938
1456,30,6,-91.950,16.450,-92.000,16.400,-91.900,16.500,118.904
1457,30,7,-91.850,16.450,-91.900,16.400,-91.800,16.500,118.871
1458,30,8,-91.750,16.450,-91.800,16.400,-91.700,16.500,118.839
1459,30,9,-91.650,16.450,-91.700,16.400,-91.600,16.500,118.807
1460,30,10,-91.550,16.450,-91.600,16.400,-91.500,16.500,118.776
1461,30,11,-91.450,16.450,-91.500,16.400,-91.400,16.500,118.746
1462,30,12,-91.350,16.450,-91.400,16.400,-91.300,16.500,118.717
1463,30,13,-91.250,16.450,-91.300,16.400,-91.200,16.500,118.688
1464,30,14,-91.150,16.450,-91.200,16.400,-91.100,16.500,118.660
1465,30,15,-91.050,16.450,-91.100,16.400,-91.000,16.500,118.632
1466,30,16,-90.950,16.450,-91.000,16.400,-90.900,16.500,118.605
1467,30,17,-90.850,16.450,-90.900,16.400,-90.800,16.500,118.579
1468,30,18,-90.750,16.450,-90.800,16.400,-90.700,16.500,118.554
1469,30,19,-90.650,16.450,-90.700,16.400,-90.600,16.500,118.529
1470,30,20,-90.550,16.450,-90.600,16.400,-90.500,16.500,118.505
1471,30,21,-90.450,16.450,-90.500,16.400,-90.400,16.500,118.482
1472,30,22,-90.350,16.450,-90.400,16.400,-90.300,16.500,118.459
1473,30,23,-90.250,16.450,-90.300,16.400,-90.200,16.500,118.437
1474,30,24,-90.150,16.450,-90.200,16.400,-90.100,16.500,118.416
1475,30,25,-90.050,16.450,-90.100,16.400,-90.000,16.500,118.395
1476,30,26,-89.950,16.450,-90.000,16.400,-89.900,16.500,118.375
1477,30,27,-89.850,16.450,-89.900,16.400,-89.800,16.500,118.355
1478,30,28,-89.750,16.450,-89.800,16.400,-89.700,16.500,118.337
1479,30,29,-89.650,16.450,-89.700,16.400,-89.600,16.500,118.319
1480,30,30,-89.550,16.450,-89.600,16.400,-89.500,16.500,118.301
1481,30,31,-89.450,16.450,-89.500,16.400,-89.400,16.500,118.285
1482,30,32,-89.350,16.450,-89.400,16.400,-89.300,16.500,118.269
1483,30,33,-89.250,16.450,-89.300,16.400,-89.200,16.500,118.253
1484,30,34,-89.150,16.450,-89.200,16.400,-89.100,16.500,118.239
1485,30,35,-89.050,16.450,-89.100,16.400,-89.000,16.500,118.225
1486,30,36,-88.950,16.450,-89.000,16.400,-88.900,16.500,118.211
1487,30,37,-88.850,16.450,-88.900,16.400,-88.800,16.500,118.199
1488,30,38,-88.750,16.450,-88.800,16.400,-88.700,16.500,118.187
1489,30,39,-88.650,16.450,-88.700,16.400,-88.600,16.500,118.175
1490,30,40,-88.550,16.450,-88.600,16.400,-88.500,16.500,118.165
1491,30,41,-88.450,16.450,-88.500,16.400,-88.400,16.500,118.155
1492,30,42,-88.350,16.450,-88.400,16.400,-88.300,16.500,118.145
1493,30,43,-88.250,16.450,-88.300,16.400,-88.200,16.500,118.137
1494,30,44,-88.150,16.450,-88.200,16.400,-88.100,16.500,118.129
1495,30,45,-88.050,16.450,-88.100,16.400,-88.000,16.500,118.121
1496,30,46,-87.950,16.450,-88.000,16.400,-87.900,16.500,118.115
1497,30,47,-87.850,16.450,-87.900,16.400,-87.800,16.500,118.109
1498,30,48,-87.750,16.450,-87.800,16.400,-87.700,16.500,118.103
1499,30,49,-87.650,16.450,-87.700,16.400,-87.600,16.500,118.099
1500,30,50,-87.550,16.450,-87.600,16.400,-87.500,16.500,118.095
1501,31,1,-92.450,16.550,-92.500,16.500,-92.400,16.600,119.018
1502,31,2,-92.350,16.550,-92.400,16.500,-92.300,16.600,118.981
1503,31,3,-92.250,16.550,-92.300,16.500,-92.200,16.600,118.946
1504,31,4,-92.150,16.550,-92.200,16.500,-92.100,16.600,118.911
1505,31,5,-92.050,16.550,-92.100,16.500,-92.000,16.600,118.877
1506,31,6,-91.950,16.550,-92.000,16.500,-91.900,16.600,118.843
1507,31,7,-91.850,16.550,-91.900,16.500,-91.800,16.600,118.810
1508,31,8,-91.750,16.550,-91.800,16.500,-91.700,16.600,118.778
1509,31,9,-91.650,16.550,-91.700,16.500,-91.600,16.600,118.747
1510,31,10,-91.550,16.550,-91.600,16.500,-91.500,16.600,118.716
1511,31,11,-91.450,16.550,-91.500,16.500,-91.400,16.600,118.686
1512,31,12,-91.350,16.550,-91.400,16.500,-91.300,16.600,118.656
1513,31,13,-91.250,16.550,-91.300,16.500,-91.200,16.600,118.627
1514,31,14,-91.150,16.550,-91.200,16.500,-91.100,16.600,118.599
1515,31,15,-91.050,16.550,-91.100,16.500,-91.000,16.600,118.572
1516,31,16,-90.950,16.550,-91.000,16.500,-90.900,16.600,118.545
1517,31,17,-90.850,16.550,-90.900,16.500,-90.800,16.600,118.519
1518,31,18,-90.750,16.550,-90.800,16.500,-90.700,16.600,118.494
1519,31,19,-90.650,16.550,-90.700,16.500,-90.600,16.600,118.469
1520,31,20,-90.550,16.550,-90.600,16.500,-90.500,16.600,118.445
1521,31,21,-90.450,16.550,-90.500,16.500,-90.400,16.600,118.422
1522,31,22,-90.350,16.550,-90.400,16.500,-90.300,16.600,118.399
1523,31,23,-90.250,16.550,-90.300,16.500,-90.200,16.600,118.377
1524,31,24,-90.150,16.550,-90.200,16.500,-90.100,16.600,118.355
1525,31,25,-90.050,16.550,-90.100,16.500,-90.000,16.600,118.335
1526,31,26,-89.950,16.550,-90.000,16.500,-89.900,16.600,118.315
1527,31,27,-89.850,16.550,-89.900,16.500,-89.800,16.600,118.295
1528,31,28,-89.750,16.550,-89.800,16.500,-89.700,16.600,118.277
1529,31,29,-89.650,16.550,-89.700,16.500,-89.600,16.600,118.259
1530,31,30,-89.550,16.550,-89.600,16.500,-89.500,16.600,118.241
1531,31,31,-89.450,16.550,-89.500,16.500,-89.400,16.600,118.225
1532,31,32,-89.350,16.550,-89.400,16.500,-89.300,16.600,118.209
1533,31,33,-89.250,16.550,-89.300,16.500,-89.200,16.600,118.194
1534,31,34,-89.150,16.550,-89.200,16.500,-89.100,16.600,118.179
1535,31,35,-89.050,16.550,-89.100,16.500,-89.000,16.600,118.165
1536,31,36,-88.950,16.550,-89.000,16.500,-88.900,16.600,118.152
1537,31,37,-88.850,16.550,-88.900,16.500,-88.800,16.600,118.139
1538,31,38,-88.750,16.550,-88.800,16.500,-88.700,16.600,118.127
1539,31,39,-88.650,16.550,-88.700,16.500,-88.600,16.600,118.116
1540,31,40,-88.550,16.550,-88.600,16.500,-88.500,16.600,118.105
1541,31,41,-88.450,16.550,-88.500,16.500,-88.400,16.600,118.095
1542,31,42,-88.350,16.550,-88.400,16.500,-88.300,16.600,118.086
1543,31,43,-88.250,16.550,-88.300,16.500,-88.200,16.600,118.077
1544,31,44,-88.150,16.550,-88.200,16.500,-88.100,16.600,118.069
1545,31,45,-88.050,16.550,-88.100,16.500,-88.000,16.600,118.062
1546,31,46,-87.950,16.550,-88.000,16.500,-87.900,16.600,118.055
1547,31,47,-87.850,16.550,-87.900,16.500,-87.800,16.600,118.049
1548,31,48,-87.750,16.550,-87.800,16.500,-87.700,16.600,118.044
1549,31,49,-87.650,16.550,-87.700,16.500,-87.600,16.600,118.039
1550,31,50,-87.550,16.550,-87.600,16.500,-87.500,16.600,118.035
1551,32,1,-92.450,16.650,-92.500,16.600,-92.400,16.700,118.956
1552,32,2,-92.350,16.650,-92.400,16.600,-92.300,16.700,118.920
1553,32,3,-92.250,16.650,-92.300,16.600,-92.200,16.700,118.884
1554,32,4,-92.150,16.650,-92.200,16.600,-92.100,16.700,118.850
1555,32,5,-92.050,16.650,-92.100,16.600,-92.000,16.700,118.815
1556,32,6,-91.950,16.650,-92.000,16.600,-91.900,16.700,118.782
1557,32,7,-91.850,16.650,-91.900,16.600,-91.800,16.700,118.749
1558,32,8,-91.750,16.650,-91.800,16.600,-91.700,16.700,118.717
1559,32,9,-91.650,16.650,-91.700,16.600,-91.600,16.700,118.686
1560,32,10,-91.550,16.650,-91.600,16.600,-91.500,16.700,118.655
1561,32,11,-91.450,16.650,-91.500,16.600,-91.400,16.700,118.625
1562,32,12,-91.350,16.650,-91.400,16.600,-91.300,16.700,118.595
1563,32,13,-91.250,16.650,-91.300,16.600,-91.200,16.700,118.567
1564,32,14,-91.150,16.650,-91.200,16.600,-91.100,16.700,118.539
1565,32,15,-91.050,16.650,-91.100,16.600,-91.000,16.700,118.511
1566,32,16,-90.950,16.650,-91.000,16.600,-90.900,16.700,118.484
1567,32,17,-90.850,16.650,-90.900,16.600,-90.800,16.700,118.458
1568,32,18,-90.750,16.650,-90.800,16.600,-90.700,16.700,118.433
1569,32,19,-90.650,16.650,-90.700,16.600,-90.600,16.700,118.408
1570,32,20,-90.550,16.650,-90.600,16.600,-90.500,16.700,118.384
1571,32,21,-90.450,16.650,-90.500,16.600,-90.400,16.700,118.361
1572,32,22,-90.350,16.650,-90.400,16.600,-90.300,16.700,118.338
1573,32,23,-90.250,16.650,-90.300,16.600,-90.200,16.700,118.316
1574,32,24,-90.150,16.650,-90.200,16.600,-90.100,16.700,118.295
1575,32,25,-90.050,16.650,-90.100,16.600,-90.000,16.700,118.274
1576,32,26,-89.950,16.650,-90.000,16.600,-89.900,16.700,118.254
1577,32,27,-89.850,16.650,-89.900,16.600,-89.800,16.700,118.235
1578,32,28,-89.750,16.650,-89.800,16.600,-89.700,16.700,118.217
1579,32,29,-89.650,16.650,-89.700,16.600,-89.600,16.700,118.199
1580,32,30,-89.550,16.650,-89.600,16.600,-89.500,16.700,118.181
1581,32,31,-89.450,16.650,-89.500,16.600,-89.400,16.700,118.165
1582,32,32,-89.350,16.650,-89.400,16.600,-89.300,16.700,118.149
1583,32,33,-89.250,16.650,-89.300,16.600,-89.200,16.700,118.133
1584,32,34,-89.150,16.650,-89.200,16.600,-89.100,16.700,118.119
1585,32,35,-89.050,16.650,-89.100,16.600,-89.000,16.700,118.105
1586,32,36,-88.950,16.650,-89.000,16.600,-88.900,16.700,118.091
1587,32,37,-88.850,16.650,-88.900,16.600,-88.800,16.700,118.079
1588,32,38,-88.750,16.650,-88.800,16.600,-88.700,16.700,118.067
1589,32,39,-88.650,16.650,-88.700,16.600,-88.600,16.700,118.056
1590,32,40,-88.550,16.650,-88.600,16.600,-88.500,16.700,118.045
1591,32,41,-88.450,16.650,-88.500,16.600,-88.400,16.700,118.035
1592,32,42,-88.350,16.650,-88.400,16.600,-88.300,16.700,118.026
1593,32,43,-88.250,16.650,-88.300,16.600,-88.200,16.700,118.017
1594,32,44,-88.150,16.650,-88.200,16.600,-88.100,16.700,118.009
1595,32,45,-88.050,16.650,-88.100,16.600,-88.000,16.700,118.002
1596,32,46,-87.950,16.650,-88.000,16.600,-87.900,16.700,117.995
1597,32,47,-87.850,16.650,-87.900,16.600,-87.800,16.700,117.989
1598,32,48,-87.750,16.650,-87.800,16.600,-87.700,16.700,117.984
1599,32,49,-87.650,16.650,-87.700,16.600,-87.600,16.700,117.979
1600,32,50,-87.550,16.650,-87.600,16.600,-87.500,16.700,117.975
1601,33,1,-92.450,16.750,-92.500,16.700,-92.400,16.800,118.894
1602,33,2,-92.350,16.750,-92.400,16.700,-92.300,16.800,118.858
1603,33,3,-92.250,16.750,-92.300,16.700,-92.200,16.800,118.823
1604,33,4,-92.150,16.750,-92.200,16.700,-92.100,16.800,118.788
1605,33,5,-92.050,16.750,-92.100,16.700,-92.000,16.800,118.754
1606,33,6,-91.950,16.750,-92.000,16.700,-91.900,16.800,118.720
1607,33,7,-91.850,16.750,-91.900,16.700,-91.800,16.800,118.688
1608,33,8,-91.750,16.750,-91.800,16.700,-91.700,16.800,118.656
1609,33,9,-91.650,16.750,-91.700,16.700,-91.600,16.800,118.624
1610,33,10,-91.550,16.750,-91.600,16.700,-91.500,16.800,118.594
1611,33,11,-91.450,16.750,-91.500,16.700,-91.400,16.800,118.563
1612,33,12,-91.350,16.750,-91.400,16.700,-91.300,16.800,118.534
1613,33,13,-91.250,16.750,-91.300,16.700,-91.200,16.800,118.505
1614,33,14,-91.150,16.750,-91.200,16.700,-91.100,16.800,118.477
1615,33,15,-91.050,16.750,-91.100,16.700,-91.000,16.800,118.450
1616,33,16,-90.950,16.750,-91.000,16.700,-90.900,16.800,118.423
1617,33,17,-90.850,16.750,-90.900,16.700,-90.800,16.800,118.397
1618,33,18,-90.750,16.750,-90.800,16.700,-90.700,16.800,118.372
1619,33,19,-90.650,16.750,-90.700,16.700,-90.600,16.800,118.347
1620,33,20,-90.550,16.750,-90.600,16.700,-90.500,16.800,118.324
1621,33,21,-90.450,16.750,-90.500,16.700,-90.400,16.800,118.300
1622,33,22,-90.350,16.750,-90.400,16.700,-90.300,16.800,118.278
1623,33,23,-90.250,16.750,-90.300,16.700,-90.200,16.800,118.256
1624,33,24,-90.150,16.750,-90.200,16.700,-90.100,16.800,118.234
1625,33,25,-90.050,16.750,-90.100,16.700,-90.000,16.800,118.214
1626,33,26,-89.950,16.750,-90.000,16.700,-89.900,16.800,118.194
1627,33,27,-89.850,16.750,-89.900,16.700,-89.800,16.800,118.174
1628,33,28,-89.750,16.750,-89.800,16.700,-89.700,16.800,118.156
1629,33,29,-89.650,16.750,-89.700,16.700,-89.600,16.800,118.138
1630,33,30,-89.550,16.750,-89.600,16.700,-89.500,16.800,118.121
1631,33,31,-89.450,16.750,-89.500,16.700,-89.400,16.800,118.104
1632,33,32,-89.350,16.750,-89.400,16.700,-89.300,16.800,118.088
1633,33,33,-89.250,16.750,-89.300,16.700,-89.200,16.800,118.073
1634,33,34,-89.150,16.750,-89.200,16.700,-89.100,16.800,118.058
1635,33,35,-89.050,16.750,-89.100,16.700,-89.000,16.800,118.044
1636,33,36,-88.950,16.750,-89.000,16.700,-88.900,16.800,118.031
1637,33,37,-88.850,16.750,-88.900,16.700,-88.800,16.800,118.018
1638,33,38,-88.750,16.750,-88.800,16.700,-88.700,16.800,118.006
1639,33,39,-88.650,16.750,-88.700,16.700,-88.600,16.800,117.995
1640,33,40,-88.550,16.750,-88.600,16.700,-88.500,16.800,117.985
1641,33,41,-88.450,16.750,-88.500,16.700,-88.400,16.800,117.975
1642,33,42,-88.350,16.750,-88.400,16.700,-88.300,16.800,117.965
1643,33,43,-88.250,16.750,-88.300,16.700,-88.200,16.800,117.957
1644,33,44,-88.150,16.750,-88.200,16.700,-88.100,16.800,117.949
1645,33,45,-88.050,16.750,-88.100,16.700,-88.000,16.800,117.941
1646,33,46,-87.950,16.750,-88.000,16.700,-87.900,16.800,117.935
1647,33,47,-87.850,16.750,-87.900,16.700,-87.800,16.800,117.929
1648,33,48,-87.750,16.750,-87.800,16.700,-87.700,16.800,117.924
1649,33,49,-87.650,16.750,-87.700,16.700,-87.600,16.800,117.919
1650,33,50,-87.550,16.750,-87.600,16.700,-87.500,16.800,117.915
1651,34,1,-92.450,16.850,-92.500,16.800,-92.400,16.900,118.832
1652,34,2,-92.350,16.850,-92.400,16.800,-92.300,16.900,118.796
1653,34,3,-92.250,16.850,-92.300,16.800,-92.200,16.900,118.761
1654,34,4,-92.150,16.850,-92.200,16.800,-92.100,16.900,118.726
1655,34,5,-92.050,16.850,-92.100,16.800,-92.000,16.900,118.692
1656,34,6,-91.950,16.850,-92.000,16.800,-91.900,16.900,118.659
1657,34,7,-91.850,16.850,-91.900,16.800,-91.800,16.900,118.626
1658,34,8,-91.750,16.850,-91.800,16.800,-91.700,16.900,118.594
1659,34,9,-91.650,16.850,-91.700,16.800,-91.600,16.900,118.563
1660,34,10,-91.550,16.850,-91.600,16.800,-91.500,16.900,118.532
1661,34,11,-91.450,16.850,-91.500,16.800,-91.400,16.900,118.502
1662,34,12,-91.350,16.850,-91.400,16.800,-91.300,16.900,118.473
1663,34,13,-91.250,16.850,-91.300,16.800,-91.200,16.900,118.444
1664,34,14,-91.150,16.850,-91.200,16.800,-91.100,16.900,118.416
1665,34,15,-91.050,16.850,-91.100,16.800,-91.000,16.900,118.389
1666,34,16,-90.950,16.850,-91.000,16.800,-90.900,16.900,118.362
1667,34,17,-90.850,16.850,-90.900,16.800,-90.800,16.900,118.336
1668,34,18,-90.750,16.850,-90.800,16.800,-90.700,16.900,118.311
1669,34,19,-90.650,16.850,-90.700,16.800,-90.600,16.900,118.286
1670,34,20,-90.550,16.850,-90.600,16.800,-90.500,16.900,118.262
1671,34,21,-90.450,16.850,-90.500,16.800,-90.400,16.900,118.239
1672,34,22,-90.350,16.850,-90.400,16.800,-90.300,16.900,118.216
1673,34,23,-90.250,16.850,-90.300,16.800,-90.200,16.900,118.194
1674,34,24,-90.150,16.850,-90.200,16.800,-90.100,16.900,118.173
1675,34,25,-90.050,16.850,-90.100,16.800,-90.000,16.900,118.153
1676,34,26,-89.950,16.850,-90.000,16.800,-89.900,16.900,118.133
1677,34,27,-89.850,16.850,-89.900,16.800,-89.800,16.900,118.113
1678,34,28,-89.750,16.850,-89.800,16.800,-89.700,16.900,118.095
1679,34,29,-89.650,16.850,-89.700,16.800,-89.600,16.900,118.077
1680,34,30,-89.550,16.850,-89.600,16.800,-89.500,16.900,118.060
1681,34,31,-89.450,16.850,-89.500,16.800,-89.400,16.900,118.043
1682,34,32,-89.350,16.850,-89.400,16.800,-89.300,16.900,118.027
1683,34,33,-89.250,16.850,-89.300,16.800,-89.200,16.900,118.012
1684,34,34,-89.150,16.850,-89.200,16.800,-89.100,16.900,117.997
1685,34,35,-89.050,16.850,-89.100,16.800,-89.000,16.900,117.984
1686,34,36,-88.950,16.850,-89.000,16.800,-88.900,16.900,117.970
1687,34,37,-88.850,16.850,-88.900,16.800,-88.800,16.900,117.958
1688,34,38,-88.750,16.850,-88.800,16.800,-88.700,16.900,117.946
1689,34,39,-88.650,16.850,-88.700,16.800,-88.600,16.900,117.934
1690,34,40,-88.550,16.850,-88.600,16.800,-88.500,16.900,117.924
1691,34,41,-88.450,16.850,-88.500,16.800,-88.400,16.900,117.914
1692,34,42,-88.350,16.850,-88.400,16.800,-88.300,16.900,117.905
1693,34,43,-88.250,16.850,-88.300,16.800,-88.200,16.900,117.896
1694,34,44,-88.150,16.850,-88.200,16.800,-88.100,16.900,117.888
1695,34,45,-88.050,16.850,-88.100,16.800,-88.000,16.900,117.881
1696,34,46,-87.950,16.850,-88.000,16.800,-87.900,16.900,117.874
1697,34,47,-87.850,16.850,-87.900,16.800,-87.800,16.900,117.868
1698,34,48,-87.750,16.850,-87.800,16.800,-87.700,16.900,117.863
1699,34,49,-87.650,16.850,-87.700,16.800,-87.600,16.900,117.858
1700,34,50,-87.550,16.850,-87.600,16.800,-87.500,16.900,117.854
1701,35,1,-92.450,16.950,-92.500,16.900,-92.400,17.000,118.770
1702,35,2,-92.350,16.950,-92.400,16.900,-92.300,17.000,118.734
1703,35,3,-92.250,16.950,-92.300,16.900,-92.200,17.000,118.698
1704,35,4,-92.150,16.950,-92.200,16.900,-92.100,17.000,118.664
1705,35,5,-92.050,16.950,-92.100,16.900,-92.000,17.000,118.630
1706,35,6,-91.950,16.950,-92.000,16.900,-91.900,17.000,118.596
1707,35,7,-91.850,16.950,-91.900,16.900,-91.800,17.000,118.564
1708,35,8,-91.750,16.950,-91.800,16.900,-91.700,17.000,118.532
1709,35,9,-91.650,16.950,-91.700,16.900,-91.600,17.000,118.500
1710,35,10,-91.550,16.950,-91.600,16.900,-91.500,17.000,118.470
1711,35,11,-91.450,16.950,-91.500,16.900,-91.400,17.000,118.440
1712,35,12,-91.350,16.950,-91.400,16.900,-91.300,17.000,118.411
1713,35,13,-91.250,16.950,-91.300,16.900,-91.200,17.000,118.382
1714,35,14,-91.150,16.950,-91.200,16.900,-91.100,17.000,118.354
1715,35,15,-91.050,16.950,-91.100,16.900,-91.000,17.000,118.327
1716,35,16,-90.950,16.950,-91.000,16.900,-90.900,17.000,118.300
1717,35,17,-90.850,16.950,-90.900,16.900,-90.800,17.000,118.274
1718,35,18,-90.750,16.950,-90.800,16.900,-90.700,17.000,118.249
1719,35,19,-90.650,16.950,-90.700,16.900,-90.600,17.000,118.225
1720,35,20,-90.550,16.950,-90.600,16.900,-90.500,17.000,118.201
1721,35,21,-90.450,16.950,-90.500,16.900,-90.400,17.000,118.177
1722,35,22,-90.350,16.950,-90.400,16.900,-90.300,17.000,118.155
1723,35,23,-90.250,16.950,-90.300,16.900,-90.200,17.000,118.133
1724,35,24,-90.150,16.950,-90.200,16.900,-90.100,17.000,118.112
1725,35,25,-90.050,16.950,-90.100,16.900,-90.000,17.000,118.091
1726,35,26,-89.950,16.950,-90.000,16.900,-89.900,17.000,118.071
1727,35,27,-89.850,16.950,-89.900,16.900,-89.800,17.000,118.052
1728,35,28,-89.750,16.950,-89.800,16.900,-89.700,17.000,118.034
1729,35,29,-89.650,16.950,-89.700,16.900,-89.600,17.000,118.016
1730,35,30,-89.550,16.950,-89.600,16.900,-89.500,17.000,117.998
1731,35,31,-89.450,16.950,-89.500,16.900,-89.400,17.000,117.982
1732,35,32,-89.350,16.950,-89.400,16.900,-89.300,17.000,117.966
1733,35,33,-89.250,16.950,-89.300,16.900,-89.200,17.000,117.951
1734,35,34,-89.150,16.950,-89.200,16.900,-89.100,17.000,117.936
1735,35,35,-89.050,16.950,-89.100,16.900,-89.000,17.000,117.922
1736,35,36,-88.950,16.950,-89.000,16.900,-88.900,17.000,117.909
1737,35,37,-88.850,16.950,-88.900,16.900,-88.800,17.000,117.897
1738,35,38,-88.750,16.950,-88.800,16.900,-88.700,17.000,117.885
1739,35,39,-88.650,16.950,-88.700,16.900,-88.600,17.000,117.873
1740,35,40,-88.550,16.950,-88.600,16.900,-88.500,17.000,117.863
1741,35,41,-88.450,16.950,-88.500,16.900,-88.400,17.000,117.853
1742,35,42,-88.350,16.950,-88.400,16.900,-88.300,17.000,117.844
1743,35,43,-88.250,16.950,-88.300,16.900,-88.200,17.000,117.835
1744,35,44,-88.150,16.950,-88.200,16.900,-88.100,17.000,117.827
1745,35,45,-88.050,16.950,-88.100,16.900,-88.000,17.000,117.820
1746,35,46,-87.950,16.950,-88.000,16.900,-87.900,17.000,117.813
1747,35,47,-87.850,16.950,-87.900,16.900,-87.800,17.000,117.807
1748,35,48,-87.750,16.950,-87.800,16.900,-87.700,17.000,117.802
1749,35,49,-87.650,16.950,-87.700,16.900,-87.600,17.000,117.797
1750,35,50,-87.550,16.950,-87.600,16.900,-87.500,17.000,117.793
1751,36,1,-92.450,17.050,-92.500,17.000,-92.400,17.100,118.707
1752,36,2,-92.350,17.050,-92.400,17.000,-92.300,17.100,118.671
1753,36,3,-92.250,17.050,-92.300,17.000,-92.200,17.100,118.636
1754,36,4,-92.150,17.050,-92.200,17.000,-92.100,17.100,118.601
1755,36,5,-92.050,17.050,-92.100,17.000,-92.000,17.100,118.567
1756,36,6,-91.950,17.050,-92.000,17.000,-91.900,17.100,118.534
1757,36,7,-91.850,17.050,-91.900,17.000,-91.800,17.100,118.501
1758,36,8,-91.750,17.050,-91.800,17.000,-91.700,17.100,118.469
1759,36,9,-91.650,17.050,-91.700,17.000,-91.600,17.100,118.438
1760,36,10,-91.550,17.050,-91.600,17.000,-91.500,17.100,118.407
1761,36,11,-91.450,17.050,-91.500,17.000,-91.400,17.100,118.378
1762,36,12,-91.350,17.050,-91.400,17.000,-91.300,17.100,118.348
1763,36,13,-91.250,17.050,-91.300,17.000,-91.200,17.100,118.320
1764,36,14,-91.150,17.050,-91.200,17.000,-91.100,17.100,118.292
1765,36,15,-91.050,17.050,-91.100,17.000,-91.000,17.100,118.265
1766,36,16,-90.950,17.050,-91.000,17.000,-90.900,17.100,118.238
1767,36,17,-90.850,17.050,-90.900,17.000,-90.800,17.100,118.212
1768,36,18,-90.750,17.050,-90.800,17.000,-90.700,17.100,118.187
1769,36,19,-90.650,17.050,-90.700,17.000,-90.600,17.100,118.163
1770,36,20,-90.550,17.050,-90.600,17.000,-90.500,17.100,118.139
1771,36,21,-90.450,17.050,-90.500,17.000,-90.400,17.100,118.116
1772,36,22,-90.350,17.050,-90.400,17.000,-90.300,17.100,118.093
1773,36,23,-90.250,17.050,-90.300,17.000,-90.200,17.100,118.071
1774,36,24,-90.150,17.050,-90.200,17.000,-90.100,17.100,118.050
1775,36,25,-90.050,17.050,-90.100,17.000,-90.000,17.100,118.029
1776,36,26,-89.950,17.050,-90.000,17.000,-89.900,17.100,118.010
1777,36,27,-89.850,17.050,-89.900,17.000,-89.800,17.100,117.990
1778,36,28,-89.750,17.050,-89.800,17.000,-89.700,17.100,117.972
1779,36,29,-89.650,17.050,-89.700,17.000,-89.600,17.100,117.954
1780,36,30,-89.550,17.050,-89.600,17.000,-89.500,17.100,117.937
1781,36,31,-89.450,17.050,-89.500,17.000,-89.400,17.100,117.920
1782,36,32,-89.350,17.050,-89.400,17.000,-89.300,17.100,117.904
1783,36,33,-89.250,17.050,-89.300,17.000,-89.200,17.100,117.889
1784,36,34,-89.150,17.050,-89.200,17.000,-89.100,17.100,117.875
1785,36,35,-89.050,17.050,-89.100,17.000,-89.000,17.100,117.861
1786,36,36,-88.950,17.050,-89.000,17.000,-88.900,17.100,117.848
1787,36,37,-88.850,17.050,-88.900,17.000,-88.800,17.100,117.835
1788,36,38,-88.750,17.050,-88.800,17.000,-88.700,17.100,117.823
1789,36,39,-88.650,17.050,-88.700,17.000,-88.600,17.100,117.812
1790,36,40,-88.550,17.050,-88.600,17.000,-88.500,17.100,117.801
1791,36,41,-88.450,17.050,-88.500,17.000,-88.400,17.100,117.791
1792,36,42,-88.350,17.050,-88.400,17.000,-88.300,17.100,117.782
1793,36,43,-88.250,17.050,-88.300,17.000,-88.200,17.100,117.774
1794,36,44,-88.150,17.050,-88.200,17.000,-88.100,17.100,117.766
1795,36,45,-88.050,17.050,-88.100,17.000,-88.000,17.100,117.759
1796,36,46,-87.950,17.050,-88.000,17.000,-87.900,17.100,117.752
1797,36,47,-87.850,17.050,-87.900,17.000,-87.800,17.100,117.746
1798,36,48,-87.750,17.050,-87.800,17.000,-87.700,17.100,117.741
1799,36,49,-87.650,17.050,-87.700,17.000,-87.600,17.100,117.736
1800,36,50,-87.550,17.050,-87.600,17.000,-87.500,17.100,117.732
1801,37,1,-92.450,17.150,-92.500,17.100,-92.400,17.200,118.644
1802,37,2,-92.350,17.150,-92.400,17.100,-92.300,17.200,118.608
1803,37,3,-92.250,17.150,-92.300,17.100,-92.200,17.200,118.572
1804,37,4,-92.150,17.150,-92.200,17.100,-92.100,17.200,118.538
